,apartmentID,title,room_size,total_rent,rent_updated,premiumstatus,user_name,address,street,postcode,district,suburb,city,available_from,available_until,online_since,rent,utilities,other_costs,deposit,transfer_agreement_cost,apartment_size,max_roommate,roommate_age,languages,wg_type,smoking_policy,preferred_gender_age,wg_detail1,wg_detail2,house_type,floor,parking_situation,public_transport_reach,furnitured,garden,balcony,electricity_eco_friendly,heating,internet,bathroom,ground_material,object_detail1,object_detail2,required_document1,required_document2,required_document3
704,10687817,Möbliertes Zimmer in Altbauwohnung direkt am Mauerpark/ Prenzlauer Berg,30.0,750.0,750.0,False,,Rheinberger Straße10115 Berlin Prenzlauer Berg,Rheinberger Straße,10115.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,30.04.2024,2023-12-04,700€,50€,n.a.,400€,n.a.,70.0,2.0,ab 28 Jahre,"Deutsch, Englisch, Spanisch",Berufstätigen-WG,,Geschlecht egal zwischen 25 und 35 Jahren,30m² Zimmer in 2er WG,2er WG ( 1 Frau ),,3. OG,,2 Minuten zu Fuß entfernt,möbliert,False,True,False,Gasheizung,,,,,,,,
705,10687153,For swap (Mid Jan): Studio apartment in Prenzlauer Berg,50.0,50.0,214.2857142857143,False,,Seelower Str. 1310439 Berlin Prenzlauer Berg,Seelower Str. 13,10439.0,Pankow,Prenzlauer Berg,Berlin,08.01.2024,15.01.2024,2023-12-04,50€,0€,0€,500€,0€,,,,,,,,,,sanierter Altbau,4. OG,Bewohnerparken,3 Minuten zu Fuß entfernt,,False,False,False,,,,,,,,,
706,10686983,Subletting apartment in a beautiful area of Berlin,100.0,1250.0,1250.0,False,,"Kopenhagener Straße 65, Hinterhaus EG10437 Berlin Prenzlauer Berg","Kopenhagener Straße 65, Hinterhaus EG",10437.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,24.02.2024,2023-12-04,1250€,0€,0€,1250€,0€,,,,,,,,,,Reihenhaus,EG,Bewohnerparken,7 Minuten zu Fuß entfernt,möbliert,True,False,True,Zentralheizung,,"Eigenes Bad, Badewanne, Dusche",Laminat,Eigene Küche,,SCHUFA,Mietzahlungsbestätigung,ID
707,10687387,Looking for a rommate in fully furnished apartment in Prenzlauer Berg,23.0,790.0,790.0,False,,Raumerstrasse 2810437 Berlin Prenzlauer Berg,Raumerstrasse 28,10437.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,,2023-12-04,790€,n.a.,n.a.,n.a.,n.a.,80.0,2.0,,Englisch,Berufstätigen-WG,,,23m² Zimmer in 2er WG,2er WG ( 1 Frau ),,,,,,True,False,False,,,Badewanne,,Satellit,,SCHUFA,,
708,10687070,Cozy Wohnung über Weihnachten (19.12 - 10.01),43.0,1100.0,1500.0,False,,Gaudystr. 2510437 Berlin Prenzlauer Berg,Gaudystr. 25,10437.0,Pankow,Prenzlauer Berg,Berlin,19.12.2023,10.01.2024,2023-12-04,1100€,0€,0€,300€,0€,,,,,,,,,,Altbau,3. OG,,,möbliert,False,False,False,,,Dusche,Parkett,"Waschmaschine, Spülmaschine",,,,
709,10686759,WG-Zimmer in Prenzlauer Berg (Januar-April),15.0,380.0,380.0,False,,Jablonskistraße 19A10405 Berlin Prenzlauer Berg,Jablonskistraße 19A,10405.0,Pankow,Prenzlauer Berg,Berlin,11.01.2024,15.04.2024,2023-12-03,330€,50€,n.a.,n.a.,n.a.,63.0,2.0,,"Deutsch, Englisch","Studenten-WG, Frauen-WG",,,15m² Zimmer in 2er WG,2er WG ( 1 Frau ),Altbau,2. OG,,2 Minuten zu Fuß entfernt,möbliert,False,True,False,,,Dusche,,WLAN,,SCHUFA,,
710,10686698,Zimmer IM P-Berg,12.0,730.0,730.0,False,,Prenzlauer Allee 3610405 Berlin Prenzlauer Berg,Prenzlauer Allee 36,10405.0,Pankow,Prenzlauer Berg,Berlin,01.02.2024,,2023-12-03,700€,30€,n.a.,700€,n.a.,143.0,2.0,3 bis 50 Jahre,,Berufstätigen-WG,,,12m² Zimmer in 2er WG,2er WG ( 1 Mann ),sanierter Altbau,4. OG,Bewohnerparken,,,False,False,False,,,,,1 Minute zu Fuß entfernt,,SCHUFA,,
711,5475546,Wohnung/ Apartment Prenzlauer Berg. FEMALE ONLY,49.0,680.0,816.0,False,,Greifswalderstrasse10405 Berlin Prenzlauer Berg,Greifswalderstrasse,10405.0,Pankow,Prenzlauer Berg,Berlin,30.12.2023,24.01.2024,2023-12-03,680€,0€,0€,100€,n.a.,,,,,,,,,,Altbau,3. OG,,3 Minuten zu Fuß entfernt,teilmöbliert,False,False,True,Zentralheizung,,"Eigenes Bad, Badewanne, Dusche",Laminat,Waschmaschine,,SCHUFA,,
713,10686131,A room in 2er WG in PB next to Mauerpark 14cm2,14.0,450.0,450.0,False,,Am Falkplatz10437 Berlin Prenzlauer Berg,Am Falkplatz,10437.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,,2023-12-03,350€,100€,n.a.,0€,n.a.,60.0,2.0,bis 60 Jahre,"Englisch, Spanisch",keine Zweck-WG,,Geschlecht egal bis 60 Jahren,14m² Zimmer in 2er WG,2er WG ( 1 Mann ),Altbau,2. OG,,10 Minuten zu Fuß entfernt,,False,False,False,,,Badewanne,Parkett,Waschmaschine,,SCHUFA,,
714,10524161,"Sublet / Holiday Stay - Cute, Cozy, and Centrally Located available for up to 50 days - €200 per week",45.0,1700.0,1700.0,False,,Raabestrasse 1510405 Berlin Prenzlauer Berg,Raabestrasse 15,10405.0,Pankow,Prenzlauer Berg,Berlin,15.12.2023,03.02.2024,2023-12-03,1700€,n.a.,n.a.,500€,n.a.,,,,,,,,,,sanierter Altbau,EG,,2 Minuten zu Fuß entfernt,möbliert,True,False,False,,,"Eigenes Bad, Badewanne, Dusche",Parkett,gute Parkmöglichkeiten,,Einkommensnachweis,Mietzahlungsbestätigung,ID
715,10685531,TAUSCH Schönes Altbauzimmer in 2er-WG gegen 1-Zimmerwohnung,15.0,480.0,480.0,False,,Kopenhagener Strasse xx10437 Berlin Prenzlauer Berg,Kopenhagener Strasse xx,10437.0,Pankow,Prenzlauer Berg,Berlin,15.01.2024,,2023-12-03,440€,40€,n.a.,800€,n.a.,55.0,2.0,24 bis 26 Jahre,"Englisch, Deutsch","Studenten-WG, Frauen-WG",Rauchen im Zimmer erlaubt,Geschlecht egal zwischen 21 und 35 Jahren,15m² Zimmer in 2er WG,2er WG ( 1 Frau ),Altbau,3. OG,,2 Minuten zu Fuß entfernt,,False,False,False,,,,,Haustiere erlaubt,,Selbstauskunft,Einkommensnachweis,
716,10387871,Large room in shared flat with big living room next to Mauerpark,20.0,1100.0,1100.0,False,,Schönhauser Allee 14310435 Berlin Prenzlauer Berg,Schönhauser Allee 143,10435.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,,2023-12-01,1000€,100€,0€,0€,0€,200.0,5.0,22 bis 31 Jahre,"Deutsch, Englisch","Männer-WG, Business-WG, Berufstätigen-WG, keine Zweck-WG, gemischte WG, Internationals welcome",Rauchen nicht erwünscht,Geschlecht egal,20m² Zimmer in 5er WG,5er WG ( 4 Männer ),Neubau,5. OG,,,teilmöbliert,False,False,False,,,,,1 Minute zu Fuß entfernt,,,,
717,10683115,1 Zimmer Wohnung in Prenzlauer Berg,46.0,800.0,888.8888888888889,False,,Grellstr. 1010409 Berlin Prenzlauer Berg,Grellstr. 10,10409.0,Pankow,Prenzlauer Berg,Berlin,14.12.2023,10.01.2024,2023-12-01,700€,100€,n.a.,450€,n.a.,,,,,,,,,,sanierter Altbau,EG,,2 Minuten zu Fuß entfernt,möbliert,False,False,True,Zentralheizung,,"Eigenes Bad, Badewanne",Dielen,Waschmaschine,,,,
718,10681581,1 Room in 2 People WG,15.0,650.0,650.0,False,,Charlottenburgerstraße13086 Berlin Prenzlauer Berg,Charlottenburgerstraße,13086.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,01.03.2024,2023-11-30,650€,n.a.,n.a.,200€,n.a.,,2.0,,,"Vegetarisch/Vegan, LGBTQIA+, inklusive WG",,Geschlecht egal,15m² Zimmer in 2er WG,2er WG ( 1 Divers ),,,,5 Minuten zu Fuß entfernt,möbliert,False,False,False,,,,,Haustiere erlaubt,,,,
719,10679507,Renting out my charming apartment over christmas and New years,35.0,40.0,120.0,False,,Cotheniusstraße 1910407 Berlin Prenzlauer Berg,Cotheniusstraße 19,10407.0,Pankow,Prenzlauer Berg,Berlin,23.12.2023,02.01.2024,2023-11-29,40€,n.a.,n.a.,300€,n.a.,,,,,,,,,,,1. OG,,,möbliert,False,True,False,,,"Badewanne, Dusche",,gute Parkmöglichkeiten,,,,
720,10675139,SHORT TERM FLAT_super central chic & cosy in Berlin,37.0,60.0,60.0,False,,Rykestrasse 210405 Berlin Prenzlauer Berg,Rykestrasse 2,10405.0,Pankow,Prenzlauer Berg,Berlin,20.12.2023,04.12.2024,2023-11-29,60€,0€,0€,350€,0€,,,,,,,,,,sanierter Altbau,4. OG,Bewohnerparken,2 Minuten zu Fuß entfernt,möbliert,False,False,False,Zentralheizung,,"Eigenes Bad, Badewanne",Parkett,"Spülmaschine, Haustiere erlaubt",,Selbstauskunft,,
721,5060232,"Mitbewohnerin in 2er WG in Prenzlauer-Berg gesucht, Wohnfläche 103 m², 2 Zimmer",28.0,950.0,950.0,False,,Metzer Str. 2010405 Berlin Prenzlauer Berg,Metzer Str. 20,10405.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,,2023-11-29,950€,n.a.,n.a.,1500€,n.a.,103.0,2.0,38 bis 38 Jahre,"Deutsch, Englisch, Spanisch, Französisch","Studenten-WG, Berufstätigen-WG, keine Zweck-WG",Rauchen auf dem Balkon erlaubt,Frau zwischen 18 und 35 Jahren,28m² Zimmer in 2er WG,2er WG ( 1 Mann ),sanierter Altbau,5. OG,,,,False,True,False,Fernwärme,,"Badewanne, Dusche",,1 Minute zu Fuß entfernt,,Selbstauskunft,SCHUFA,Einkommensnachweis
722,10678843,Zimmer im Prenzlauer Berg - Gethsemanekiez,15.0,600.0,600.0,False,,Greifenhagenerstraße10437 Berlin Prenzlauer Berg,Greifenhagenerstraße,10437.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,30.04.2024,2023-11-28,600€,n.a.,n.a.,200€,n.a.,,3.0,19 bis 56 Jahre,"Deutsch, Englisch",gemischte WG,Rauchen nicht erwünscht,Geschlecht egal ab 25 Jahren,15m² Zimmer in 3er WG,3er WG ( 1 Frau und 1 Mann ),,,,3 Minuten zu Fuß entfernt,möbliert,False,False,False,,,"Badewanne, Dusche",Parkett,"Waschmaschine, Spülmaschine, Terrasse",,SCHUFA,,
723,10592861,Prenzlauer Berg Winsviertel - Möbl. Altbau 1-Zi-Whg in TOP-Lage,38.0,1250.0,1250.0,False,,Heinrich-Roller-Str. 1010405 Berlin Prenzlauer Berg,Heinrich-Roller-Str. 10,10405.0,Pankow,Prenzlauer Berg,Berlin,01.01.2023,,2023-11-28,1100€,150€,n.a.,2000€,n.a.,,,,,,,,,,Altbau,2. OG,,,möbliert,False,False,False,Zentralheizung,,"Eigenes Bad, Badewanne, Dusche",Parkett,"Waschmaschine, Spülmaschine",,Selbstauskunft,SCHUFA,Einkommensnachweis
724,10422484,"SCHÖNE HELLE WOHNUNG. 1 ZIMMER, KÜCHE, BAD. MÖBLIERT.",35.0,770.0,770.0,False,,Eberswalder Str10437 Berlin Prenzlauer Berg,Eberswalder Str,10437.0,Pankow,Prenzlauer Berg,Berlin,10.12.2023,31.05.2024,2023-11-28,620€,100€,50€,350€,n.a.,,,,,,,,,,sanierter Altbau,4. OG,,2 Minuten zu Fuß entfernt,möbliert,False,False,False,Zentralheizung,,"Eigenes Bad, Dusche",Dielen,Waschmaschine,,,,
725,1407322,Gästezimmer befristet /  for 2 - 3 month: guestroom near AlexanderPlatz,15.0,440.0,440.0,False,,Lottumstr. 3110119 Berlin Prenzlauer Berg,Lottumstr. 31,10119.0,Pankow,Prenzlauer Berg,Berlin,15.01.2024,30.04.2024,2023-11-27,400€,40€,n.a.,50€,n.a.,75.0,2.0,22 bis 48 Jahre,"Deutsch, Englisch",Berufstätigen-WG,Rauchen nicht erwünscht,Mann zwischen 22 und 48 Jahren,15m² Zimmer in 2er WG,2er WG ( 1 Mann ),sanierter Altbau,3. OG,Bewohnerparken,8 Minuten zu Fuß entfernt,möbliert,False,False,False,Zentralheizung,,Dusche,Teppich,"Waschmaschine, Spülmaschine",,,,
726,10663314,gemütliche Einraumwohnung (40m²) zur Zwischenmiete vom 10.12.23 bis 13.01.24 / cosy one room apartment (40m²) for temporary rent from 10th Dec until 13th Jan,40.0,875.0,875.0,False,,Nähe Schönhauser Allee10439 Berlin Prenzlauer Berg,Nähe Schönhauser Allee,10439.0,Pankow,Prenzlauer Berg,Berlin,10.12.2023,13.01.2024,2023-11-27,875€,0€,0€,200€,0€,,,,,,,,,,Altbau,2. OG,,7 Minuten zu Fuß entfernt,möbliert,False,False,True,Zentralheizung,,"Badewanne, Dusche",,Waschmaschine,,SCHUFA,,
727,4305366,"Eigenes Zimmer, eigenes Bad, eigene Kochgelegenheit! And please read Beschreibung below.",20.0,520.0,520.0,False,,Prenzlauer Allee10405 Berlin Prenzlauer Berg,Prenzlauer Allee,10405.0,Pankow,Prenzlauer Berg,Berlin,01.05.2024,01.08.2024,2023-11-27,520€,n.a.,0€,690€,n.a.,,2.0,,"Deutsch, Englisch, Niederländisch","Studenten-WG, Berufstätigen-WG, gemischte WG",Rauchen nicht erwünscht,Geschlecht egal,20m² Zimmer in 2er WG,2er WG,sanierter Altbau,1. OG,Bewohnerparken,,möbliert,False,False,True,Gasheizung,,Dusche,,1 Minute zu Fuß entfernt,,,,
728,9793518,2 rooms in Helmholtzkiez (Prenzlauer Berg) - Janurary 2024,30.0,690.0,690.0,False,,Lychener Straße 710437 Berlin Prenzlauer Berg,Lychener Straße 7,10437.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,31.01.2024,2023-11-27,600€,90€,0€,500€,n.a.,80.0,2.0,26 bis 26 Jahre,"Englisch, Deutsch","Zweck-WG, Studenten-WG, Berufstätigen-WG, keine Zweck-WG, Internationals welcome",Rauchen nicht erwünscht,Geschlecht egal,30m² Zimmer in 2er WG,2er WG ( 1 Mann ),sanierter Altbau,4. OG,,2 Minuten zu Fuß entfernt,möbliert,False,False,False,,,,Dielen,"Waschmaschine, Spülmaschine, Keller",,,,
729,10674608,Fully furnished 1 BR Apartment in Prenzlauber Berg - 3 Month Sublet,68.0,1400.0,1400.0,False,,Kastanienallee10435 Berlin Prenzlauer Berg,Kastanienallee,10435.0,Pankow,Prenzlauer Berg,Berlin,23.12.2023,01.04.2024,2023-11-26,1250€,150€,n.a.,n.a.,n.a.,,,,,,,,,,Neubau,,,,möbliert,False,False,False,,,"Eigenes Bad, Dusche",Parkett,"Waschmaschine, Spülmaschine",,SCHUFA,,
730,10673878,Zimmer in Prenzlauer Berg,15.0,835.0,835.0,False,,Dunckerstr10439 Berlin Prenzlauer Berg,Dunckerstr,10439.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,01.01.2025,2023-11-25,825€,10€,n.a.,850€,n.a.,78.0,2.0,18 bis 50 Jahre,,Frauen-WG,Rauchen nicht erwünscht,,15m² Zimmer in 2er WG,2er WG,Altbau,,,5 Minuten zu Fuß entfernt,möbliert,False,False,False,,,,,,,,,
732,10673198,9.12.-1.1. / cute apartment in top location / prenzlauer berg,50.0,500.0,652.1739130434783,False,,Schönhauser Allee10437 Berlin Prenzlauer Berg,Schönhauser Allee,10437.0,Pankow,Prenzlauer Berg,Berlin,09.12.2023,01.01.2024,2023-11-25,500€,n.a.,n.a.,1000€,n.a.,,,,,,,,,,,1. OG,,,möbliert,False,False,False,,,Dusche,Dielen,Waschmaschine,,Selbstauskunft,ID / Passport,
733,10665147,Alt Bau Hell + Office + Wohnzimmer 110m2,20.0,950.0,950.0,False,,Prenzlauer Allee10405 Berlin Prenzlauer Berg,Prenzlauer Allee,10405.0,Pankow,Prenzlauer Berg,Berlin,15.12.2023,29.02.2024,2023-11-23,850€,100€,n.a.,n.a.,n.a.,110.0,2.0,25 bis 30 Jahre,,Berufstätigen-WG,Rauchen auf dem Balkon erlaubt,Geschlecht egal,20m² Zimmer in 2er WG,2er WG ( 1 Frau ),Altbau,2. OG,,,,False,False,False,,,,,gute Parkmöglichkeiten,,,,
735,7603079,Premium Room in Prenzlauerberg,40.0,800.0,800.0,False,,Erich-Weinert-Str 15010409 Berlin Prenzlauer Berg,Erich-Weinert-Str 150,10409.0,Pankow,Prenzlauer Berg,Berlin,13.12.2023,02.02.2024,2023-11-20,700€,100€,n.a.,700€,n.a.,80.0,2.0,,"Deutsch, Englisch, Spanisch, Italienisch","Studenten-WG, Frauen-WG, Berufstätigen-WG, gemischte WG",Rauchen nicht erwünscht,Geschlecht egal zwischen 29 und 40 Jahren,40m² Zimmer in 2er WG,2er WG ( 1 Frau ),Neubau,,Tiefgaragenstellplatz,2 Minuten zu Fuß entfernt,möbliert,True,False,True,Zentralheizung,,Badewanne,,DSL 50-100 Mbit/s,,,,
736,10505553,room in beautiful old town appartment,30.0,550.0,1650.0,False,,Kollwitzplatz10405 Berlin Prenzlauer Berg,Kollwitzplatz,10405.0,Pankow,Prenzlauer Berg,Berlin,20.12.2023,30.12.2023,2023-11-20,400€,150€,n.a.,n.a.,n.a.,80.0,2.0,24 bis 28 Jahre,"Deutsch, Englisch",Zweck-WG,Rauchen auf dem Balkon erlaubt,Geschlecht egal,30m² Zimmer in 2er WG,2er WG,Altbau,3. OG,,2 Minuten zu Fuß entfernt,möbliert,False,True,False,,,,,gute Parkmöglichkeiten,,Mietzahlung im Voraus,,
737,10665548,Kleines Zimmer in Prenzlauer Berg zu vergeben :-),8.0,400.0,400.0,False,,Krügerstr 1210439 Berlin Prenzlauer Berg,Krügerstr 12,10439.0,Pankow,Prenzlauer Berg,Berlin,15.12.2023,,2023-11-20,300€,100€,n.a.,500€,n.a.,60.0,3.0,9 bis 34 Jahre,"Deutsch, Englisch","Berufstätigen-WG, WG mit Kindern, gemischte WG, Vegetarisch/Vegan, LGBTQIA+, Alleinerziehende, Internationals welcome",Rauchen auf dem Balkon erlaubt,Geschlecht egal zwischen 20 und 60 Jahren,8m² Zimmer in 3er WG,3er WG ( 1 Frau und 1 Mann ),sanierter Altbau,4. OG,Bewohnerparken,10 Minuten zu Fuß entfernt,,False,True,False,Zentralheizung,,Badewanne,,"Parkett, Dielen",,,,
738,10665145,Wohnung am Kollwitzplatz,40.0,1000.0,1000.0,False,,Husemannstraße10435 Berlin Prenzlauer Berg,Husemannstraße,10435.0,Pankow,Prenzlauer Berg,Berlin,15.12.2023,15.03.2024,2023-11-20,850€,150€,n.a.,1500€,n.a.,,,,,,,,,,Altbau,3. OG,,5 Minuten zu Fuß entfernt,möbliert,False,False,False,Gasheizung,,"Eigenes Bad, Dusche",,Waschmaschine,,Einkommensnachweis,,
739,10664884,WG-Room in Berlin in EXCHANGE for a room in Tenerife (room-swap),18.0,600.0,600.0,False,,Petersburger Straße 510249 Berlin Prenzlauer Berg,Petersburger Straße 5,10249.0,Pankow,Prenzlauer Berg,Berlin,21.12.2023,22.05.2024,2023-11-20,600€,n.a.,n.a.,n.a.,n.a.,62.0,2.0,21 bis 23 Jahre,"Deutsch, Englisch","Studenten-WG, keine Zweck-WG, gemischte WG",Rauchen auf dem Balkon erlaubt,Geschlecht egal zwischen 20 und 28 Jahren,18m² Zimmer in 2er WG,2er WG ( 1 Frau ),Plattenbau,höher als 5. OG,,2 Minuten zu Fuß entfernt,möbliert,False,True,True,Zentralheizung,,"Badewanne, Dusche",Laminat,gute Parkmöglichkeiten,,,,
740,10658018,"1 Month Sublet in Big, Modern and Central Berlin Apartment",17.0,700.0,875.0,False,,Strassburger Strasse10405 Berlin Prenzlauer Berg,Strassburger Strasse,10405.0,Pankow,Prenzlauer Berg,Berlin,09.12.2023,02.01.2024,2023-11-17,700€,0€,0€,200€,0€,130.0,3.0,25 bis 31 Jahre,"Deutsch, Englisch","gemischte WG, Internationals welcome",Rauchen auf dem Balkon erlaubt,Geschlecht egal,17m² Zimmer in 3er WG,3er WG ( 1 Frau und 1 Mann ),Mehrfamilienhaus,5. OG,,,,False,False,False,,,,,Barrierefrei,,,,
741,10653922,WG am Mauerpark Prenzlauer Berg im schönen Altbau,12.0,850.0,850.0,False,,Kopenhagenerstraße10437 Berlin Prenzlauer Berg,Kopenhagenerstraße,10437.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,01.08.2025,2023-11-15,750€,100€,n.a.,1140€,n.a.,55.0,4.0,19 bis 29 Jahre,"Deutsch, Englisch","Studenten-WG, Frauen-WG, Berufstätigen-WG, gemischte WG, LGBTQIA+, Internationals welcome, inklusive WG, WG-Neugründung",Rauchen nicht erwünscht,Geschlecht egal zwischen 19 und 29 Jahren,12m² Zimmer in 4er WG,4er WG ( 3 Frauen ),sanierter Altbau,EG,,,teilmöbliert,False,False,True,,,Dusche,Dielen,"Waschmaschine, Spülmaschine",,Selbstauskunft,SCHUFA,
742,10656297,WG Prenzlauerberg,16.0,1175.0,1175.0,False,,Stahlheimer Str. 2410439 Berlin Prenzlauer Berg,Stahlheimer Str. 24,10439.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,,2023-11-14,1000€,125€,50€,2000€,n.a.,75.0,2.0,ab 23 Jahre,"Englisch, Französisch","Frauen-WG, Vegetarisch/Vegan, LGBTQIA+",Rauchen auf dem Balkon erlaubt,,16m² Zimmer in 2er WG,2er WG ( 1 Divers ),sanierter Altbau,5. OG,,,,False,True,False,Gasheizung,,Badewanne,Laminat,gute Parkmöglichkeiten,,Einkommensnachweis,,
744,8244705,Christliche Studenten-WG Berlin Prenzlauer Berg,15.0,450.0,450.0,False,,Schönhauser Allee 18210119 Berlin Prenzlauer Berg,Schönhauser Allee 182,10119.0,Pankow,Prenzlauer Berg,Berlin,01.10.2023,31.07.2024,2023-11-11,420€,30€,n.a.,450€,n.a.,200.0,12.0,18 bis 25 Jahre,"Deutsch, Englisch, Französisch","Studenten-WG, gemischte WG",Rauchen auf dem Balkon erlaubt,Geschlecht egal zwischen 18 und 25 Jahren,15m² Zimmer in 12er WG,12er WG ( 6 Frauen und 5 Männer ),Neubau,3. OG,,5 Minuten zu Fuß entfernt,möbliert,False,False,False,,,Dusche,,"Waschmaschine, Spülmaschine, Terrasse",,,,
745,9475954,Short term rent in a very good location - Short term rent in einer sehr guten Lage,36.0,50.0,250.00000000000003,False,,Schneeglöckchenstraße10407 Berlin Prenzlauer Berg,Schneeglöckchenstraße,10407.0,Pankow,Prenzlauer Berg,Berlin,03.08.2023,09.08.2023,2023-11-10,50€,0€,0€,200€,0€,,,,,,,,,,Plattenbau,höher als 5. OG,,3 Minuten zu Fuß entfernt,,False,True,False,,,"Badewanne, Dusche",,gute Parkmöglichkeiten,,,,
746,9825322,Cozy Room with Balcony (fill out the form if interested),18.0,750.0,750.0,False,,Paul Robeson Straße 1910439 Berlin Prenzlauer Berg,Paul Robeson Straße 19,10439.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,,2023-11-10,650€,100€,0€,650€,n.a.,69.0,2.0,24 bis 25 Jahre,"Deutsch, Chinesisch, Englisch",gemischte WG,Rauchen auf dem Balkon erlaubt,Geschlecht egal zwischen 23 und 35 Jahren,18m² Zimmer in 2er WG,2er WG ( 1 Frau ),Altbau,4. OG,,5 Minuten zu Fuß entfernt,möbliert,False,True,False,,,,,gute Parkmöglichkeiten,,,,
747,9952896,Gästezimmer oder Berufspendler imPrenzlauer Berg zu vermieten,23.0,35.0,35.0,False,,Schönhauser Allee 39A10435 Berlin Prenzlauer Berg,Schönhauser Allee 39A,10435.0,Pankow,Prenzlauer Berg,Berlin,24.11.2023,31.12.2024,2023-11-09,35€,0€,n.a.,n.a.,n.a.,120.0,2.0,,Deutsch,"Zweck-WG, Berufstätigen-WG, gemischte WG",Rauchen nicht erwünscht,Geschlecht egal,23m² Zimmer in 2er WG,2er WG ( 1 Frau ),sanierter Altbau,2. OG,,5 Minuten zu Fuß entfernt,möbliert,False,True,True,Zentralheizung,,Badewanne,Parkett,gute Parkmöglichkeiten,,,,
749,10644466,Modern (furnished) room in Prenzlauer Berg - 2 month subletting,23.0,800.0,800.0,False,,Winsstraße 2510405 Berlin Prenzlauer Berg,Winsstraße 25,10405.0,Pankow,Prenzlauer Berg,Berlin,17.12.2023,14.02.2024,2023-11-08,750€,50€,0€,500€,0€,97.0,3.0,21 bis 27 Jahre,"Deutsch, Englisch","Studenten-WG, Berufstätigen-WG, gemischte WG",Rauchen auf dem Balkon erlaubt,Geschlecht egal zwischen 20 und 35 Jahren,23m² Zimmer in 3er WG,3er WG ( 2 Frauen ),sanierter Altbau,2. OG,,5 Minuten zu Fuß entfernt,möbliert,False,False,False,,,Badewanne,Parkett,"Waschmaschine, Spülmaschine, Terrasse, Keller, Aufzug",,SCHUFA,Einkommensnachweis,
750,2885098,"Bright&Quiet near Volkspark,",20.0,800.0,800.0,False,,Hufelandstr.1210407 Berlin Prenzlauer Berg,Hufelandstr.12,10407.0,Pankow,Prenzlauer Berg,Berlin,01.01.2024,,2023-11-08,700€,100€,0€,700€,n.a.,,,,,,,,,,sanierter Altbau,4. OG,,,möbliert,True,False,True,Zentralheizung,,Dusche,Parkett,1 Minute zu Fuß entfernt,,,,
751,10548847,möblierte Wohnung in Prenzlauer Berg,42.0,800.0,1846.1538461538462,False,,Prenzlauer Allee 21210405 Berlin Prenzlauer Berg,Prenzlauer Allee 212,10405.0,Pankow,Prenzlauer Berg,Berlin,21.12.2023,03.01.2024,2023-11-07,800€,n.a.,n.a.,200€,n.a.,,,,,,,,,,,,,,möbliert,False,False,False,,,Dusche,,,,,,
752,10332972,Sublet in a beautiful loft style apartment 14th December - 15th February,20.0,800.0,800.0,False,,9410439 Berlin Prenzlauer Berg,94,10439.0,Pankow,Prenzlauer Berg,Berlin,14.12.2023,15.02.2024,2023-11-06,800€,n.a.,n.a.,n.a.,n.a.,136.0,2.0,,"Deutsch, Englisch, Spanisch","Business-WG, Berufstätigen-WG, inklusive WG",Rauchen nicht erwünscht,Geschlecht egal,20m² Zimmer in 2er WG,2er WG ( 1 Mann ),Altbau,1. OG,,,möbliert,False,True,True,Zentralheizung,,Dusche,Parkett,1 Minute zu Fuß entfernt,,,,
753,9714966,Large Room with Balcony (fill out the form if interested),35.0,980.0,980.0,False,,Paul Robeson Straße 1910439 Berlin Prenzlauer Berg,Paul Robeson Straße 19,10439.0,Pankow,Prenzlauer Berg,Berlin,01.02.2024,30.04.2024,2023-11-04,900€,80€,0€,0€,0€,69.0,2.0,,,gemischte WG,Rauchen auf dem Balkon erlaubt,Geschlecht egal,35m² Zimmer in 2er WG,2er WG ( 1 Frau ),Altbau,4. OG,,5 Minuten zu Fuß entfernt,möbliert,False,True,False,Zentralheizung,,,Dielen,gute Parkmöglichkeiten,,,,
